user,time,error,qType,qNum,ans,correct,confidence,age,sex,degree,monitor,computer,expert,expertProgressive,weights,weight0,weight1,weight2,weight3,weight4,weightPenalty,weightPenaltyNormalized,weight0high,weight0normal,weight0off,weight1high,weight1normal,weight1off,weight2high,weight2normal,weight2off,weight3high,weight3normal,weight3off,weight4high,weight4normal,weight4off,totalInteractions,rawWeightPenalty,interact
jt4adkbb,23130,0,0,0,70000,70000,3,25-39,Female,Other,13,41-50,novice,novice,suboptimal,20,20,20,20,20,0.173913043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4adkbb,62133,0.14,1,1,120000,105000,3,25-39,Female,Other,13,41-50,novice,novice,optimal,20,20,0,0,0,0.018730489,1.161290323,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1.161290323,TRUE
jt4adkbb,26775,0,2,2,C,C,3,25-39,Female,Other,13,41-50,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4adkbb,31877,0.11,0,3,50000,45000,3,25-39,Female,Other,13,41-50,novice,novice,optimal,0,0,0,20,0,0.020811655,0.64516129,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0.64516129,TRUE
jt4adkbb,57483,0,1,4,130000,130000,3,25-39,Female,Other,13,41-50,novice,novice,optimal,20,20,0,0,0,0.004309018,0.245614035,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0.245614035,TRUE
jt4adkbb,20386,0,2,5,E,E,4,25-39,Female,Other,13,41-50,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4pymts,11321,0.04,0,0,67000,70000,2,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,20,0,20,0.347107438,3.818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.818181818,TRUE
jt4pymts,7874,0.05,1,1,100000,105000,1,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.428571429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4pymts,3975,0,2,2,c,C,4,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4pymts,10637,0.04,0,3,47000,45000,3,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,20,0,20,0.46,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.6,TRUE
jt4pymts,14995,0.01,1,4,131000,130000,2,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,0,0,20,20,20,0.260204082,3.642857143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3.642857143,TRUE
jt4pymts,2605,0,2,5,E,E,4,50-59,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4pyoch,23942,0,0,0,70000,70000,4,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.030245747,0.695652174,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,6,0.695652174,TRUE
jt4pyoch,65483,0.05,1,1,100000,105000,3,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.015857988,1.030769231,1,1,2,2,0,2,0,0,1,0,0,1,0,0,1,11,1.030769231,TRUE
jt4pyoch,10720,0,2,2,C,C,4,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.27,2.7,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,10,2.7,TRUE
jt4pyoch,31148,0.08,0,3,41200,45000,4,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.018730489,0.580645161,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,6,0.580645161,TRUE
jt4pyoch,58834,0.04,1,4,125000,130000,4,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.021700357,1.25862069,2,1,3,2,1,2,0,0,1,0,0,1,0,0,1,14,1.25862069,TRUE
jt4pyoch,32675,0,2,5,E,E,3,25-39,Male,Masters,21,41-50,intermediate,novice,suboptimal,0,0,0,0,0,0.047851563,1.53125,2,0,2,2,0,2,1,0,1,1,0,1,1,0,1,14,1.53125,TRUE
jt4pz398,43512,0.06,0,0,74000,70000,4,40-49,Male,Masters,13,31-40,low-intermediate,novice,suboptimal,20,20,20,100,20,0.093023256,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4pz398,54679,0.1,1,1,115000,105000,3,40-49,Male,Masters,13,31-40,low-intermediate,novice,suboptimal,100,100,20,20,20,0.055898491,3.018518519,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.018518519,TRUE
jt4pz398,7595,0,2,2,C,C,4,40-49,Male,Masters,13,31-40,low-intermediate,novice,optimal,20,20,20,20,20,0.387755102,2.714285714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2.714285714,TRUE
jt4pz398,11329,0.07,0,3,42000,45000,3,40-49,Male,Masters,13,31-40,low-intermediate,novice,suboptimal,20,20,20,100,20,0.330578512,3.636363636,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.636363636,TRUE
jt4pz398,38681,0.01,1,4,131700,130000,3,40-49,Male,Masters,13,31-40,low-intermediate,novice,suboptimal,20,20,20,20,20,0.078947368,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4pz398,8746,0,2,5,E,E,4,40-49,Male,Masters,13,31-40,low-intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4pzu49,14416,0.14,0,0,80000,70000,4,40-49,Female,Bachelors,21,gt60,novice,novice,suboptimal,20,20,20,20,20,0.285714286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4pzu49,37350,0.33,1,1,140000,105000,1,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,20,20,0,0,0,0.004382761,0.162162162,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0.162162162,TRUE
jt4pzu49,10693,0,2,2,C,C,2,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4pzu49,21740,0.29,0,3,58000,45000,2,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,0,0,0,20,0,0.022675737,0.476190476,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0.476190476,TRUE
jt4pzu49,15356,0.13,1,4,147000,130000,2,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,20,20,0,0,0,0.026666667,0.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0.4,TRUE
jt4pzu49,8638,0,2,5,E,E,4,40-49,Female,Bachelors,21,gt60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q03le,16159,0.79,0,0,15000,70000,3,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4q03le,17642,0.67,1,1,35000,105000,3,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,suboptimal,100,20,20,20,20,0.204152249,3.470588235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.470588235,TRUE
jt4q03le,3737,0,2,2,C,C,4,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q03le,18136,0.22,0,3,35000,45000,3,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,suboptimal,20,20,20,0,20,0.216049383,3.888888889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.888888889,TRUE
jt4q03le,15719,0.15,1,4,150000,130000,3,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,suboptimal,100,100,20,20,20,0.204444444,3.066666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.066666667,TRUE
jt4q03le,3024,0,2,5,E,E,4,25-39,Female,Bachelors,21,41-50,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q049b,14106,0.07,0,0,75000,70000,3,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,20,20,20,20,20,0.285714286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4q049b,38069,0.24,1,1,80000,105000,2,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,20,20,20,20,20,0.076177285,2.894736842,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2.894736842,TRUE
jt4q049b,44428,0,2,2,C,C,4,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,20,20,0,20,0,0.013429752,0.590909091,1,1,0,0,0,0,1,3,3,0,0,0,0,0,1,10,0.590909091,TRUE
jt4q049b,46997,0.07,0,3,42000,45000,3,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,20,20,20,0,20,0.09073724,4.173913043,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,6,4.173913043,TRUE
jt4q049b,60021,0.05,1,4,123000,130000,3,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,0,0,20,20,20,0.060555556,3.633333333,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,4,3.633333333,TRUE
jt4q049b,33285,0,2,5,E,E,4,25-39,Female,Bachelors,15,31-40,novice,novice,suboptimal,20,20,20,20,0,0.011937557,0.393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.393939394,TRUE
jt4q129l,66087,0.03,0,0,72000,70000,2,60,Female,High School,13,51-60,novice,novice,suboptimal,20,20,20,100,20,0.086317723,5.696969697,1,1,0,1,1,0,1,1,0,2,1,1,1,1,0,12,5.696969697,TRUE
jt4q129l,41071,0.38,1,1,145000,105000,2,60,Female,High School,13,51-60,novice,novice,suboptimal,100,100,20,20,20,0.071980964,2.951219512,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.951219512,TRUE
jt4q129l,11770,0,2,2,C,C,4,60,Female,High School,13,51-60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q129l,31929,0.07,0,3,42000,45000,2,60,Female,High School,13,51-60,novice,novice,suboptimal,20,20,20,100,20,0.129032258,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4q129l,40929,0.04,1,4,125000,130000,2,60,Female,High School,13,51-60,novice,novice,suboptimal,100,100,20,20,20,0.07625,3.05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.05,TRUE
jt4q129l,4729,0,2,5,E,E,4,60,Female,High School,13,51-60,novice,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q34aa,14730,0.03,0,0,72000,70000,3,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,suboptimal,20,20,20,100,20,0.265306122,3.714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.714285714,TRUE
jt4q34aa,15267,0.13,1,1,119000,105000,3,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,optimal,100,100,0,0,0,0.057777778,0.866666667,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,0.866666667,TRUE
jt4q34aa,13186,0,2,2,C,C,4,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,optimal,100,100,100,100,100,0.035502959,0.461538462,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.461538462,TRUE
jt4q34aa,13610,0.06,0,3,47900,45000,3,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,optimal,0,0,0,100,0,0.082840237,1.076923077,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,5,1.076923077,TRUE
jt4q34aa,13121,0.08,1,4,119800,130000,3,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,optimal,100,100,0,0,0,0.147928994,1.923076923,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1.923076923,TRUE
jt4q34aa,10062,0,2,5,E,E,4,25-39,Male,Bachelors,17,51-60,intermediate,intermediate,optimal,100,100,100,100,100,0.06,0.6,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0.6,TRUE
jt4q450f,28297,0.09,0,0,64000,70000,2,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,suboptimal,20,20,20,100,20,0.137755102,3.857142857,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.857142857,TRUE
jt4q450f,30936,0.03,1,1,102000,105000,2,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,suboptimal,100,100,20,20,20,0.116666667,3.5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,3.5,TRUE
jt4q450f,3061,0,2,2,C,C,4,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q450f,13986,0.06,0,3,47900,45000,3,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,suboptimal,20,20,20,100,20,0.307692308,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4q450f,27495,0.05,1,4,136800,130000,2,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,suboptimal,100,100,20,20,20,0.112482853,3.037037037,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.037037037,TRUE
jt4q450f,3204,0,2,5,E,E,3,18-24,Male,Bachelors,13,31-40,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q4u4w,20896,0,0,0,70000,70000,2,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,20,20,0,100,20,0.1625,3.25,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3.25,TRUE
jt4q4u4w,19945,0.05,1,1,100000,105000,3,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,20,100,0,100,20,0.191135734,3.631578947,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,3.631578947,TRUE
jt4q4u4w,20487,0,2,2,c,C,4,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,20,100,0,100,20,0.0525,1.05,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1.05,TRUE
jt4q4u4w,14736,0.02,0,3,44000,45000,3,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,100,100,100,20,0,0.362244898,5.071428571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,5.071428571,TRUE
jt4q4u4w,19479,0,1,4,130000,130000,3,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,100,100,100,20,20,0.20498615,3.894736842,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,5,3.894736842,TRUE
jt4q4u4w,10832,0,2,5,e,E,4,25-39,Male,High School,23 or larger,gt60,novice,novice,suboptimal,100,100,100,20,20,0.15,1.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1.5,TRUE
jt4q594m,14041,0,0,0,70000,70000,3,25-39,Male,High School,17,gt60,intermediate,intermediate,suboptimal,20,20,20,100,20,0.265306122,3.714285714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.714285714,TRUE
jt4q594m,14443,0.1,1,1,115000,105000,3,25-39,Male,High School,17,gt60,intermediate,intermediate,suboptimal,100,100,20,20,20,0.204081633,2.857142857,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.857142857,TRUE
jt4q594m,4766,0,2,2,C,C,4,25-39,Male,High School,17,gt60,intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4q594m,15905,0.09,0,3,41000,45000,3,25-39,Male,High School,17,gt60,intermediate,intermediate,suboptimal,20,20,20,100,20,0.266666667,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4q594m,13104,0.02,1,4,128000,130000,3,25-39,Male,High School,17,gt60,intermediate,intermediate,suboptimal,100,100,20,20,20,0.224852071,2.923076923,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.923076923,TRUE
jt4q594m,6237,0,2,5,E,E,4,25-39,Male,High School,17,gt60,intermediate,intermediate,optimal,100,100,100,100,100,0.166666667,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,5,1,TRUE
jt4qd92b,10739,0.04,0,0,67000,70000,3,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,suboptimal,20,20,20,20,20,0.48,4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,4.8,TRUE
jt4qd92b,6209,0.03,1,1,102000,105000,3,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,suboptimal,20,20,20,20,20,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4qd92b,5920,0,2,2,c,C,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4qd92b,5640,0.02,0,3,44000,45000,3,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,suboptimal,20,20,20,20,20,0.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4qd92b,3700,0,1,4,130000,130000,3,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,suboptimal,20,20,20,20,20,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4qd92b,3158,0,2,5,e,E,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4qf8bc,4683,0.29,0,0,90000,70000,2,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,suboptimal,20,20,20,20,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4qf8bc,10437,0.43,1,1,150000,105000,2,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,optimal,20,20,0,0,0,0.12,1.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,1.2,TRUE
jt4qf8bc,5453,0,2,2,C,C,3,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4qf8bc,5652,0.44,0,3,65000,45000,3,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4qf8bc,8427,0.08,1,4,140000,130000,3,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.375,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4qf8bc,41142,0,2,5,E,E,4,25-39,Female,Bachelors,21,41-50,low-intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4qt4uz,7504,0.05,0,0,73300,70000,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.571428571,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4qt4uz,38815,0.04,1,1,109000,105000,3,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,0,0,20,20,20,0.099030471,3.763157895,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,5,3.763157895,TRUE
jt4qt4uz,11034,0,2,2,C,C,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,0,20,20,0.008264463,0.090909091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.090909091,TRUE
jt4qt4uz,8650,0.03,0,3,46400,45000,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,20,20,20,20,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE
jt4qt4uz,37840,0.01,1,4,129000,130000,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,suboptimal,20,0,20,20,20,0.100803506,3.72972973,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5,3.72972973,TRUE
jt4qt4uz,9566,0,2,5,E,E,4,18-24,Male,Bachelors,23 or larger,gt60,intermediate,low-intermediate,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4quy1o,8028,0,0,0,70000,70000,4,25-39,Female,Bachelors,13,31-40,intermediate,novice,suboptimal,20,20,20,100,20,0.4375,3.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.5,TRUE
jt4quy1o,17903,0.05,1,1,110000,105000,3,25-39,Female,Bachelors,13,31-40,intermediate,novice,suboptimal,100,100,20,20,20,0.190311419,3.235294118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.235294118,TRUE
jt4quy1o,6409,0,2,2,C,C,4,25-39,Female,Bachelors,13,31-40,intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4quy1o,18932,0.04,0,3,43000,45000,2,25-39,Female,Bachelors,13,31-40,intermediate,novice,suboptimal,20,20,20,100,20,0.222222222,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,TRUE
jt4quy1o,16965,0.08,1,4,120000,130000,2,25-39,Female,Bachelors,13,31-40,intermediate,novice,suboptimal,20,20,20,20,20,0.1875,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,FALSE
jt4quy1o,3684,0,2,5,E,E,4,25-39,Female,Bachelors,13,31-40,intermediate,novice,optimal,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
jt4r144m,27726,0,0,0,70000,70000,2,25-39,Male,High School,23 or larger,41-50,novice,low-intermediate,suboptimal,20,20,0,100,100,0.150891632,4.074074074,1,1,0,1,1,0,1,1,2,1,0,0,1,0,0,10,4.074074074,TRUE
jt4r144m,27101,0.1,1,1,115000,105000,3,25-39,Male,High School,23 or larger,41-50,novice,low-intermediate,optimal,100,100,0,0,0,0.046639232,1.259259259,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1.259259259,TRUE
jt4r144m,22719,0,2,2,c,C,4,25-39,Male,High School,23 or larger,41-50,novice,low-intermediate,suboptimal,100,0,100,0,0,0.084710744,1.863636364,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,8,1.863636364,TRUE
