user,time,error,qType,bias,ans,correct,confidence,age,sex,degree,monitor,computer,expert,expertProgressive,biasNum
jtv2in9o,21592,1,1,clustered_0_5,B,no,3,25-39,Male,High School,23 or larger,43789,novice,novice,1
jtv2in9o,15898,0,2,clustered_0_5,E,E,3,25-39,Male,High School,23 or larger,43789,novice,novice,1
jtv2w1qk,932,1,0,clustered_0_5,0,60000,3,18-24,Male,Masters,11,43626,intermediate,intermediate,1
jtv2w1qk,752,0,1,clustered_0_5,NO,no,3,18-24,Male,Masters,11,43626,intermediate,intermediate,1
jtv2w1qk,816,1,2,clustered_0_5,A,E,3,18-24,Male,Masters,11,43626,intermediate,intermediate,1
jtv2ybvr,27908,0.43,0,clustered_0_5,86000,60000,3,25-39,Female,High School,13,31-40,intermediate,novice,1
jtv2ybvr,25494,0,1,clustered_0_5,no,no,4,25-39,Female,High School,13,31-40,intermediate,novice,1
jtv2ybvr,20158,0,2,clustered_0_5,e,E,4,25-39,Female,High School,13,31-40,intermediate,novice,1
jtv30v5u,28526,0.07,0,clustered_0_5,64000,60000,2,50-59,Male,Bachelors,17,43626,low-intermediate,novice,1
jtv30v5u,18492,0,1,clustered_0_5,no,no,3,50-59,Male,Bachelors,17,43626,low-intermediate,novice,1
jtv30v5u,15235,0,2,clustered_0_5,e,E,4,50-59,Male,Bachelors,17,43626,low-intermediate,novice,1
jtv32x75,54117,0.07,0,clustered_0_5,64000,60000,2,25-39,Female,High School,11,21-30,low-intermediate,novice,1
jtv32x75,1036,1,1,clustered_0_5,YES,no,3,25-39,Female,High School,11,21-30,low-intermediate,novice,1
jtv32x75,16400,0,2,clustered_0_5,E,E,3,25-39,Female,High School,11,21-30,low-intermediate,novice,1
jtv3rndw,14121,0.17,0,clustered_0_5,70000,60000,3,25-39,Male,Bachelors,13,41-50,low-intermediate,novice,1
jtv3rndw,9556,0,1,clustered_0_5,No,no,4,25-39,Male,Bachelors,13,41-50,low-intermediate,novice,1
jtv3rndw,16639,0,2,clustered_0_5,E,E,4,25-39,Male,Bachelors,13,41-50,low-intermediate,novice,1
jtw94yxn,41050,0.02,0,clustered_5_10,61400,60000,3,50-59,Female,Other,19,21-30,low-intermediate,novice,2
jtw94yxn,32842,0,1,clustered_5_10,NO,no,4,50-59,Female,Other,19,21-30,low-intermediate,novice,2
jtw94yxn,28395,0,2,clustered_5_10,E,E,3,50-59,Female,Other,19,21-30,low-intermediate,novice,2
jtw956hb,14666,0,0,clustered_5_10,60000,60000,2,40-49,Male,Other,23 or larger,gt60,low-intermediate,low-intermediate,2
jtw956hb,5407,1,1,clustered_5_10,YES,no,3,40-49,Male,Other,23 or larger,gt60,low-intermediate,low-intermediate,2
jtw956hb,13699,0,2,clustered_5_10,E,E,1,40-49,Male,Other,23 or larger,gt60,low-intermediate,low-intermediate,2
jtw95cfy,16935,0.07,0,clustered_5_10,64000,60000,3,25-39,Male,Bachelors,23 or larger,41-50,intermediate,intermediate,2
jtw95cfy,19770,0,1,clustered_5_10,no,no,3,25-39,Male,Bachelors,23 or larger,41-50,intermediate,intermediate,2
jtw95cfy,21225,0,2,clustered_5_10,E,E,2,25-39,Male,Bachelors,23 or larger,41-50,intermediate,intermediate,2
jtw95gnk,6342,0.05,0,clustered_5_10,62900,60000,4,40-49,Female,Bachelors,15,41-50,low-intermediate,low-intermediate,2
jtw95gnk,7456,0,1,clustered_5_10,No,no,4,40-49,Female,Bachelors,15,41-50,low-intermediate,low-intermediate,2
jtw95gnk,20074,1,2,clustered_5_10,C,E,4,40-49,Female,Bachelors,15,41-50,low-intermediate,low-intermediate,2
jtw95hmz,15168,0,0,clustered_5_10,60000,60000,2,25-39,Male,High School,dontknow,43789,novice,novice,2
jtw95hmz,5042,0,1,clustered_5_10,no,no,2,25-39,Male,High School,dontknow,43789,novice,novice,2
jtw95hmz,21542,0,2,clustered_5_10,e,E,3,25-39,Male,High School,dontknow,43789,novice,novice,2
jtw95hu1,7192,0.33,0,clustered_5_10,80000,60000,4,40-49,Female,Masters,17,31-40,high-intermediate,high-intermediate,2
jtw95hu1,28436,0,1,clustered_5_10,No,no,4,40-49,Female,Masters,17,31-40,high-intermediate,high-intermediate,2
jtw95hu1,10620,1,2,clustered_5_10,A,E,4,40-49,Female,Masters,17,31-40,high-intermediate,high-intermediate,2
jtw95mu7,10200,0.33,0,clustered_5_10,80000,60000,3,50-59,Female,High School,23 or larger,51-60,high-intermediate,high-intermediate,2
jtw95mu7,8617,0,1,clustered_5_10,no,no,3,50-59,Female,High School,23 or larger,51-60,high-intermediate,high-intermediate,2
jtw95mu7,7425,0,2,clustered_5_10,e,E,3,50-59,Female,High School,23 or larger,51-60,high-intermediate,high-intermediate,2
jtw95p54,1207,0.05,0,clustered_5_10,62900,60000,4,40-49,Female,High School,21,43626,high-intermediate,high-intermediate,2
jtw95p54,5975,0,1,clustered_5_10,no,no,4,40-49,Female,High School,21,43626,high-intermediate,high-intermediate,2
jtw95p54,4377,0,2,clustered_5_10,e,E,4,40-49,Female,High School,21,43626,high-intermediate,high-intermediate,2
jtw95r21,14405,0.33,0,clustered_5_10,80000,60000,3,25-39,Female,Bachelors,15,41-50,novice,novice,2
jtw95r21,30062,0,1,clustered_5_10,no,no,2,25-39,Female,Bachelors,15,41-50,novice,novice,2
jtw95r21,12356,1,2,clustered_5_10,A,E,2,25-39,Female,Bachelors,15,41-50,novice,novice,2
jtw95tkh,4415,0.01,0,clustered_5_10,60800,60000,3,25-39,Male,Other,23 or larger,51-60,low-intermediate,low-intermediate,2
jtw95tkh,3773,0,1,clustered_5_10,No,no,4,25-39,Male,Other,23 or larger,51-60,low-intermediate,low-intermediate,2
jtw95tkh,2529,0,2,clustered_5_10,E,E,4,25-39,Male,Other,23 or larger,51-60,low-intermediate,low-intermediate,2
jtw95wm3,18706,0,0,clustered_5_10,60000,60000,2,40-49,Male,PhD,13,21-30,novice,novice,2
jtw95wm3,20844,0,1,clustered_5_10,no,no,3,40-49,Male,PhD,13,21-30,novice,novice,2
jtw95wm3,19804,0,2,clustered_5_10,e,E,3,40-49,Male,PhD,13,21-30,novice,novice,2
jtw95zkc,23262,0.03,0,clustered_5_10,62000,60000,3,18-24,Female,Bachelors,17,gt60,low-intermediate,low-intermediate,2
jtw95zkc,4608,0,1,clustered_5_10,No,no,4,18-24,Female,Bachelors,17,gt60,low-intermediate,low-intermediate,2
jtw95zkc,35305,0,2,clustered_5_10,E,E,3,18-24,Female,Bachelors,17,gt60,low-intermediate,low-intermediate,2
jtw9606g,28518,0.08,0,clustered_5_10,64600,60000,3,25-39,Male,Bachelors,15,31-40,low-intermediate,novice,2
jtw9606g,19676,0,1,clustered_5_10,no,no,1,25-39,Male,Bachelors,15,31-40,low-intermediate,novice,2
jtw9606g,18689,0,2,clustered_5_10,E,E,1,25-39,Male,Bachelors,15,31-40,low-intermediate,novice,2
jtw963x3,3382,0.33,0,clustered_5_10,80000,60000,4,18-24,Female,Bachelors,dontknow,43626,novice,novice,2
jtw963x3,4526,0,1,clustered_5_10,No,no,4,18-24,Female,Bachelors,dontknow,43626,novice,novice,2
jtw963x3,8451,1,2,clustered_5_10,A,E,3,18-24,Female,Bachelors,dontknow,43626,novice,novice,2
jtw964ro,1329,0.27,0,clustered_5_10,76000,60000,2,40-49,Female,Bachelors,13,21-30,low-intermediate,low-intermediate,2
jtw964ro,1234,1,1,clustered_5_10,yes,no,4,40-49,Female,Bachelors,13,21-30,low-intermediate,low-intermediate,2
jtw964ro,25692,1,2,clustered_5_10,D,E,2,40-49,Female,Bachelors,13,21-30,low-intermediate,low-intermediate,2
jtw966ni,60093,0,0,clustered_5_10,60000,60000,3,25-39,Female,Bachelors,13,43789,low-intermediate,low-intermediate,2
jtw966ni,20254,1,1,clustered_5_10,yes,no,4,25-39,Female,Bachelors,13,43789,low-intermediate,low-intermediate,2
jtw966ni,20113,0,2,clustered_5_10,e,E,3,25-39,Female,Bachelors,13,43789,low-intermediate,low-intermediate,2
jtw967ol,47941,0,0,clustered_5_10,60000,60000,3,40-49,Male,Bachelors,15,21-30,low-intermediate,novice,2
jtw967ol,45724,0,1,clustered_5_10,No,no,4,40-49,Male,Bachelors,15,21-30,low-intermediate,novice,2
jtw967ol,34623,0,2,clustered_5_10,e,E,4,40-49,Male,Bachelors,15,21-30,low-intermediate,novice,2
jtw9686r,88416,0.03,0,clustered_5_10,62000,60000,3,50-59,Female,Bachelors,21,21-30,high-intermediate,novice,2
jtw9686r,31125,0,1,clustered_5_10,no,no,4,50-59,Female,Bachelors,21,21-30,high-intermediate,novice,2
jtw9686r,26844,0,2,clustered_5_10,E,E,4,50-59,Female,Bachelors,21,21-30,high-intermediate,novice,2
jtw96csr,8904,0.5,0,clustered_5_10,30000,60000,2,25-39,Male,PhD,15,21-30,expert,intermediate,2
jtw96csr,7732,1,1,clustered_5_10,yes,no,3,25-39,Male,PhD,15,21-30,expert,intermediate,2
jtw96csr,5155,1,2,clustered_5_10,a,E,2,25-39,Male,PhD,15,21-30,expert,intermediate,2
jtw96dn2,38147,0,0,clustered_5_10,60000,60000,2,40-49,Male,Bachelors,13,31-40,intermediate,low-intermediate,2
jtw96dn2,27052,0,1,clustered_5_10,No,no,3,40-49,Male,Bachelors,13,31-40,intermediate,low-intermediate,2
jtw96dn2,26011,0,2,clustered_5_10,E,E,4,40-49,Male,Bachelors,13,31-40,intermediate,low-intermediate,2
jtw96j7p,16382,0.06,0,clustered_5_10,63700,60000,3,25-39,Male,Masters,11,21-30,novice,novice,2
jtw96j7p,26966,0,1,clustered_5_10,no,no,2,25-39,Male,Masters,11,21-30,novice,novice,2
jtw96j7p,8681,1,2,clustered_5_10,A,E,3,25-39,Male,Masters,11,21-30,novice,novice,2
jtw96q2v,37918,0,0,clustered_5_10,60000,60000,3,60,Female,High School,15,41-50,novice,novice,2
jtw96q2v,23932,0,1,clustered_5_10,No,no,3,60,Female,High School,15,41-50,novice,novice,2
jtw96q2v,32162,0,2,clustered_5_10,E,E,3,60,Female,High School,15,41-50,novice,novice,2
jtw96xqv,24402,0,0,clustered_5_10,60000,60000,2,50-59,Male,Bachelors,17,gt60,low-intermediate,novice,2
jtw96xqv,17828,1,1,clustered_5_10,yes,no,3,50-59,Male,Bachelors,17,gt60,low-intermediate,novice,2
jtw96xqv,19531,0,2,clustered_5_10,e,E,3,50-59,Male,Bachelors,17,gt60,low-intermediate,novice,2
jtw9930q,8622,0.01,0,clustered_5_10,60500,60000,4,25-39,Female,Masters,13,51-60,novice,novice,2
jtw9930q,31523,0,1,clustered_5_10,no,no,4,25-39,Female,Masters,13,51-60,novice,novice,2
jtw9930q,25835,0,2,clustered_5_10,e,E,2,25-39,Female,Masters,13,51-60,novice,novice,2
jtw997y2,6069,0.01,0,clustered_5_10,60800,60000,3,60,Female,Bachelors,15,41-50,novice,novice,2
jtw997y2,8528,0,1,clustered_5_10,no,no,4,60,Female,Bachelors,15,41-50,novice,novice,2
jtw997y2,19421,1,2,clustered_5_10,D,E,2,60,Female,Bachelors,15,41-50,novice,novice,2
jtw9a0z6,11236,0,0,clustered_5_10,60000,60000,2,25-39,Female,Masters,15,31-40,high-intermediate,low-intermediate,2
jtw9a0z6,3691,1,1,clustered_5_10,yes,no,2,25-39,Female,Masters,15,31-40,high-intermediate,low-intermediate,2
jtw9a0z6,1640,0,2,clustered_5_10,e,E,3,25-39,Female,Masters,15,31-40,high-intermediate,low-intermediate,2
jtw9aj4z,20864,0.07,0,clustered_5_10,64500,60000,3,18-24,Female,Bachelors,23 or larger,41-50,intermediate,novice,2
jtw9aj4z,3927,0,1,clustered_5_10,No,no,4,18-24,Female,Bachelors,23 or larger,41-50,intermediate,novice,2
jtw9aj4z,2704,0,2,clustered_5_10,E,E,4,18-24,Female,Bachelors,23 or larger,41-50,intermediate,novice,2
jtw9bi5q,15224,0.67,0,clustered_5_10,20000,60000,2,60,Male,High School,13,31-40,novice,novice,2
jtw9bi5q,7909,0,1,clustered_5_10,no,no,3,60,Male,High School,13,31-40,novice,novice,2
jtw9bi5q,6424,0,2,clustered_5_10,e,E,4,60,Male,High School,13,31-40,novice,novice,2
jtw9byk3,41498,0,0,clustered_5_10,60000,60000,3,60,Male,Bachelors,15,21-30,high-intermediate,intermediate,2
jtw9byk3,50406,0,1,clustered_5_10,NO,no,4,60,Male,Bachelors,15,21-30,high-intermediate,intermediate,2
jtw9byk3,4517,0,2,clustered_5_10,E,E,4,60,Male,Bachelors,15,21-30,high-intermediate,intermediate,2
jtw9d6x0,2209,0.02,0,clustered_5_10,59000,60000,4,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,2
jtw9d6x0,4545,0,1,clustered_5_10,no,no,3,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,2
jtw9d6x0,1601,0,2,clustered_5_10,E,E,3,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,2
jtw9lww4,1313,0.05,0,clustered_5_10,62900,60000,3,25-39,Female,Bachelors,15,gt60,low-intermediate,low-intermediate,2
jtw9lww4,888,0,1,clustered_5_10,no,no,1,25-39,Female,Bachelors,15,gt60,low-intermediate,low-intermediate,2
jtw9lww4,10303,0,2,clustered_5_10,e,E,3,25-39,Female,Bachelors,15,gt60,low-intermediate,low-intermediate,2
jtw9myv0,1328,0.03,0,clustered_5_10,62000,60000,2,40-49,Female,Masters,15,31-40,intermediate,low-intermediate,2
jtw9myv0,5374,0,1,clustered_5_10,no,no,3,40-49,Female,Masters,15,31-40,intermediate,low-intermediate,2
jtw9myv0,18011,0,2,clustered_5_10,E,E,2,40-49,Female,Masters,15,31-40,intermediate,low-intermediate,2
jtw9u91b,26567,0,0,clustered_5_10,60000,60000,2,18-24,Other,High School,17,gt60,novice,novice,2
jtw9u91b,23015,0,1,clustered_5_10,no,no,3,18-24,Other,High School,17,gt60,novice,novice,2
jtw9u91b,36041,0,2,clustered_5_10,E,E,3,18-24,Other,High School,17,gt60,novice,novice,2
jtw9wkgv,22620,0.05,0,clustered_5_10,57000,60000,2,40-49,Female,Bachelors,15,51-60,low-intermediate,novice,2
jtw9wkgv,19674,0,1,clustered_5_10,no,no,3,40-49,Female,Bachelors,15,51-60,low-intermediate,novice,2
jtw9wkgv,4249,0,2,clustered_5_10,e,E,4,40-49,Female,Bachelors,15,51-60,low-intermediate,novice,2
jtwa19r7,4320,0,0,clustered_5_10,60000,60000,2,25-39,Male,High School,23 or larger,51-60,low-intermediate,novice,2
jtwa19r7,3558,0,1,clustered_5_10,No,no,3,25-39,Male,High School,23 or larger,51-60,low-intermediate,novice,2
jtwa19r7,17701,0,2,clustered_5_10,E,E,2,25-39,Male,High School,23 or larger,51-60,low-intermediate,novice,2
jtwael0o,41016,0.03,0,clustered_5_10,58000,60000,2,25-39,Male,High School,15,21-30,intermediate,low-intermediate,2
jtwael0o,25675,0,1,clustered_5_10,no,no,3,25-39,Male,High School,15,21-30,intermediate,low-intermediate,2
jtwael0o,20822,0,2,clustered_5_10,E,E,3,25-39,Male,High School,15,21-30,intermediate,low-intermediate,2
jtwaojp2,3782,0.33,0,clustered_5_10,80000,60000,2,25-39,Female,Bachelors,21,31-40,novice,novice,2
jtwaojp2,18320,0,1,clustered_5_10,no,no,1,25-39,Female,Bachelors,21,31-40,novice,novice,2
jtwaojp2,21442,0,2,clustered_5_10,e,E,1,25-39,Female,Bachelors,21,31-40,novice,novice,2
jtwaqxwn,97779,0.04,0,clustered_5_10,57500,60000,3,25-39,Female,High School,15,31-40,low-intermediate,low-intermediate,2
jtwaqxwn,8900,1,1,clustered_5_10,YES,no,2,25-39,Female,High School,15,31-40,low-intermediate,low-intermediate,2
jtwaqxwn,5040,1,2,clustered_5_10,A,E,1,25-39,Female,High School,15,31-40,low-intermediate,low-intermediate,2
jtwb4dmh,35217,0.01,0,clustered_5_10,60500,60000,2,40-49,Female,Other,15,31-40,novice,low-intermediate,2
jtwb4dmh,28834,0,1,clustered_5_10,no,no,2,40-49,Female,Other,15,31-40,novice,low-intermediate,2
jtwb4dmh,13875,0,2,clustered_5_10,e,E,2,40-49,Female,Other,15,31-40,novice,low-intermediate,2
jtwbmyjc,24756,0,0,clustered_5_10,60000,60000,3,25-39,Female,High School,13,43789,low-intermediate,low-intermediate,2
jtwbmyjc,27683,0,1,clustered_5_10,no,no,3,25-39,Female,High School,13,43789,low-intermediate,low-intermediate,2
jtwbmyjc,18732,0,2,clustered_5_10,e,E,3,25-39,Female,High School,13,43789,low-intermediate,low-intermediate,2
jtwbzd8o,942,1,0,clustered_5_10,0,60000,4,25-39,Female,Bachelors,19,gt60,high-intermediate,high-intermediate,2
jtwbzd8o,1360,1,1,clustered_5_10,yes,no,4,25-39,Female,Bachelors,19,gt60,high-intermediate,high-intermediate,2
jtwbzd8o,2039,0,2,clustered_5_10,e,E,4,25-39,Female,Bachelors,19,gt60,high-intermediate,high-intermediate,2
jtwcnbuo,37029,0.01,0,clustered_5_10,60900,60000,2,25-39,Female,High School,21,51-60,novice,novice,2
jtwcnbuo,21377,0,1,clustered_5_10,No,no,1,25-39,Female,High School,21,51-60,novice,novice,2
jtwcnbuo,12453,1,2,clustered_5_10,A,E,2,25-39,Female,High School,21,51-60,novice,novice,2
jtwct6fw,27323,0,0,clustered_5_10,60000,60000,3,25-39,Male,Bachelors,23 or larger,31-40,novice,novice,2
jtwct6fw,21856,0,1,clustered_5_10,No,no,3,25-39,Male,Bachelors,23 or larger,31-40,novice,novice,2
jtwct6fw,16708,0,2,clustered_5_10,E,E,2,25-39,Male,Bachelors,23 or larger,31-40,novice,novice,2
jtwczg42,23337,0.07,0,clustered_5_10,64500,60000,2,60,Male,High School,21,gt60,low-intermediate,novice,2
jtwczg42,17799,0,1,clustered_5_10,No,no,4,60,Male,High School,21,gt60,low-intermediate,novice,2
jtwczg42,18617,0,2,clustered_5_10,E,E,4,60,Male,High School,21,gt60,low-intermediate,novice,2
jtwe319m,2507,0.01,0,clustered_5_10,60700,60000,3,50-59,Female,Other,15,51-60,novice,novice,2
jtwe319m,10544,0,1,clustered_5_10,no,no,3,50-59,Female,Other,15,51-60,novice,novice,2
jtwe319m,12812,0,2,clustered_5_10,e,E,3,50-59,Female,Other,15,51-60,novice,novice,2
jtwf1c19,873,1,0,clustered_5_10,0,60000,2,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,2
jtwf1c19,1424,0,1,clustered_5_10,No,no,3,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,2
jtwf1c19,1240,0,2,clustered_5_10,E,E,3,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,2
jtwi3ogk,31376,0.02,0,clustered_5_10,61000,60000,3,25-39,Male,High School,15,21-30,novice,novice,2
jtwi3ogk,34808,0,1,clustered_5_10,No,no,4,25-39,Male,High School,15,21-30,novice,novice,2
jtwi3ogk,26263,0,2,clustered_5_10,E,E,4,25-39,Male,High School,15,21-30,novice,novice,2
jtw8tw41,9240,0.03,0,clustered_10_15,62000,60000,3,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice,3
jtw8tw41,5816,0,1,clustered_10_15,No,no,4,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice,3
jtw8tw41,3960,0,2,clustered_10_15,E,E,4,25-39,Male,Bachelors,23 or larger,gt60,low-intermediate,novice,3
jtw8ty76,86837,0,0,clustered_10_15,60000,60000,3,25-39,Female,Bachelors,13,gt60,high-intermediate,novice,3
jtw8ty76,29895,0,1,clustered_10_15,No,no,3,25-39,Female,Bachelors,13,gt60,high-intermediate,novice,3
jtw8ty76,20198,0,2,clustered_10_15,E,E,3,25-39,Female,Bachelors,13,gt60,high-intermediate,novice,3
jtw8tz7o,31522,0.01,0,clustered_10_15,60500,60000,4,25-39,Male,Bachelors,21,gt60,novice,novice,3
jtw8tz7o,4407,0,1,clustered_10_15,no,no,4,25-39,Male,Bachelors,21,gt60,novice,novice,3
jtw8tz7o,3984,0,2,clustered_10_15,e,E,4,25-39,Male,Bachelors,21,gt60,novice,novice,3
jtw8u2y2,5688,0.42,0,clustered_10_15,85000,60000,3,18-24,Male,High School,23 or larger,31-40,low-intermediate,novice,3
jtw8u2y2,20388,0,1,clustered_10_15,no,no,3,18-24,Male,High School,23 or larger,31-40,low-intermediate,novice,3
jtw8u2y2,20908,1,2,clustered_10_15,A,E,2,18-24,Male,High School,23 or larger,31-40,low-intermediate,novice,3
jtw8u8hd,4815,0.03,0,clustered_10_15,62000,60000,3,40-49,Male,Bachelors,11,gt60,high-intermediate,high-intermediate,3
jtw8u8hd,17582,0,1,clustered_10_15,No,no,2,40-49,Male,Bachelors,11,gt60,high-intermediate,high-intermediate,3
jtw8u8hd,7387,0,2,clustered_10_15,E,E,4,40-49,Male,Bachelors,11,gt60,high-intermediate,high-intermediate,3
jtw8ub7g,34137,0.03,0,clustered_10_15,62000,60000,2,50-59,Male,Bachelors,23 or larger,31-40,intermediate,intermediate,3
jtw8ub7g,5583,0,1,clustered_10_15,no,no,4,50-59,Male,Bachelors,23 or larger,31-40,intermediate,intermediate,3
jtw8ub7g,6889,0,2,clustered_10_15,e,E,4,50-59,Male,Bachelors,23 or larger,31-40,intermediate,intermediate,3
jtw8udde,7957,0.02,0,clustered_10_15,61000,60000,3,18-24,Male,High School,23 or larger,gt60,intermediate,intermediate,3
jtw8udde,5013,0,1,clustered_10_15,No,no,4,18-24,Male,High School,23 or larger,gt60,intermediate,intermediate,3
jtw8udde,4584,0,2,clustered_10_15,E,E,4,18-24,Male,High School,23 or larger,gt60,intermediate,intermediate,3
jtw8udkl,5394,0.37,0,clustered_10_15,82000,60000,2,25-39,Female,Other,13,43789,low-intermediate,novice,3
jtw8udkl,2629,0,1,clustered_10_15,no,no,4,25-39,Female,Other,13,43789,low-intermediate,novice,3
jtw8udkl,2253,0,2,clustered_10_15,E,E,4,25-39,Female,Other,13,43789,low-intermediate,novice,3
jtw8uhjz,11119,0,0,clustered_10_15,60000,60000,2,50-59,Female,Masters,15,41-50,intermediate,low-intermediate,3
jtw8uhjz,5693,0,1,clustered_10_15,no,no,3,50-59,Female,Masters,15,41-50,intermediate,low-intermediate,3
jtw8uhjz,5708,0,2,clustered_10_15,e,E,3,50-59,Female,Masters,15,41-50,intermediate,low-intermediate,3
jtw8uoy4,12672,0,0,clustered_10_15,60000,60000,3,25-39,Female,Bachelors,15,43789,novice,novice,3
jtw8uoy4,8576,0,1,clustered_10_15,no,no,3,25-39,Female,Bachelors,15,43789,novice,novice,3
jtw8uoy4,6566,0,2,clustered_10_15,E,E,3,25-39,Female,Bachelors,15,43789,novice,novice,3
jtw8uz5x,7863,0,0,clustered_10_15,60000,60000,2,25-39,Male,High School,15,gt60,low-intermediate,novice,3
jtw8uz5x,4464,0,1,clustered_10_15,No,no,4,25-39,Male,High School,15,gt60,low-intermediate,novice,3
jtw8uz5x,4640,0,2,clustered_10_15,E,E,4,25-39,Male,High School,15,gt60,low-intermediate,novice,3
jtw8v0sn,7559,0.4,0,clustered_10_15,84000,60000,3,50-59,Female,Other,17,31-40,low-intermediate,novice,3
jtw8v0sn,4221,0,1,clustered_10_15,NO,no,4,50-59,Female,Other,17,31-40,low-intermediate,novice,3
jtw8v0sn,4862,0,2,clustered_10_15,E,E,4,50-59,Female,Other,17,31-40,low-intermediate,novice,3
jtw8v170,6361,0,0,clustered_10_15,60000,60000,3,25-39,Female,Bachelors,13,31-40,intermediate,intermediate,3
jtw8v170,9725,0,1,clustered_10_15,No,no,4,25-39,Female,Bachelors,13,31-40,intermediate,intermediate,3
jtw8v170,32561,0,2,clustered_10_15,E,E,4,25-39,Female,Bachelors,13,31-40,intermediate,intermediate,3
jtw8v67x,48637,0.05,0,clustered_10_15,57000,60000,1,18-24,Female,High School,dontknow,gt60,intermediate,low-intermediate,3
jtw8v67x,40029,0,1,clustered_10_15,no,no,3,18-24,Female,High School,dontknow,gt60,intermediate,low-intermediate,3
jtw8v67x,4764,0,2,clustered_10_15,E,E,4,18-24,Female,High School,dontknow,gt60,intermediate,low-intermediate,3
jtw8vbjt,8236,0.03,0,clustered_10_15,62000,60000,3,40-49,Female,Bachelors,15,21-30,intermediate,novice,3
jtw8vbjt,6348,0,1,clustered_10_15,no,no,4,40-49,Female,Bachelors,15,21-30,intermediate,novice,3
jtw8vbjt,5136,0,2,clustered_10_15,e,E,4,40-49,Female,Bachelors,15,21-30,intermediate,novice,3
jtw8vha5,27010,0.7,0,clustered_10_15,18000,60000,3,40-49,Male,Masters,17,41-50,high-intermediate,low-intermediate,3
jtw8vha5,7220,0,1,clustered_10_15,NO,no,4,40-49,Male,Masters,17,41-50,high-intermediate,low-intermediate,3
jtw8vha5,6030,0,2,clustered_10_15,E,E,4,40-49,Male,Masters,17,41-50,high-intermediate,low-intermediate,3
jtw8vqdi,20260,0.08,0,clustered_10_15,55000,60000,1,50-59,Male,Bachelors,17,31-40,low-intermediate,novice,3
jtw8vqdi,10033,0,1,clustered_10_15,No,no,4,50-59,Male,Bachelors,17,31-40,low-intermediate,novice,3
jtw8vqdi,10547,0,2,clustered_10_15,E,E,4,50-59,Male,Bachelors,17,31-40,low-intermediate,novice,3
jtw8vsf3,104633,0.03,0,clustered_10_15,58000,60000,3,18-24,Male,High School,21,41-50,intermediate,novice,3
jtw8vsf3,52262,0,1,clustered_10_15,No,no,3,18-24,Male,High School,21,41-50,intermediate,novice,3
jtw8vsf3,71579,0,2,clustered_10_15,E,E,3,18-24,Male,High School,21,41-50,intermediate,novice,3
jtw8wh29,141729,0.02,0,clustered_10_15,61100,60000,4,25-39,Female,Other,23 or larger,43789,low-intermediate,novice,3
jtw8wh29,27139,0,1,clustered_10_15,No,no,4,25-39,Female,Other,23 or larger,43789,low-intermediate,novice,3
jtw8wh29,19513,0,2,clustered_10_15,E,E,4,25-39,Female,Other,23 or larger,43789,low-intermediate,novice,3
jtw8ws6l,24822,0.08,0,clustered_10_15,65000,60000,2,25-39,Female,Other,13,31-40,low-intermediate,low-intermediate,3
jtw8ws6l,34486,0,1,clustered_10_15,No,no,1,25-39,Female,Other,13,31-40,low-intermediate,low-intermediate,3
