user,time,error,qType,bias,ans,correct,confidence,age,sex,degree,monitor,computer,expert,expertProgressive,biasNum
jtw8ws6l,21152,1,2,clustered_10_15,C,E,2,25-39,Female,Other,13,31-40,low-intermediate,low-intermediate,3
jtw8x19q,80287,0.03,0,clustered_10_15,62000,60000,3,25-39,Male,High School,17,gt60,low-intermediate,novice,3
jtw8x19q,32330,0,1,clustered_10_15,no,no,4,25-39,Male,High School,17,gt60,low-intermediate,novice,3
jtw8x19q,43892,0,2,clustered_10_15,e,E,4,25-39,Male,High School,17,gt60,low-intermediate,novice,3
jtw8xeqo,4006,0.02,0,clustered_10_15,61000,60000,3,25-39,Male,High School,23 or larger,41-50,intermediate,low-intermediate,3
jtw8xeqo,1168,0,1,clustered_10_15,no,no,4,25-39,Male,High School,23 or larger,41-50,intermediate,low-intermediate,3
jtw8xeqo,5216,0,2,clustered_10_15,E,E,4,25-39,Male,High School,23 or larger,41-50,intermediate,low-intermediate,3
jtw8yikr,6852,0,0,clustered_10_15,60000,60000,3,25-39,Male,Bachelors,15,51-60,intermediate,intermediate,3
jtw8yikr,9450,0,1,clustered_10_15,No,no,4,25-39,Male,Bachelors,15,51-60,intermediate,intermediate,3
jtw8yikr,7134,0,2,clustered_10_15,E,E,4,25-39,Male,Bachelors,15,51-60,intermediate,intermediate,3
jtw8z0rt,14120,0.17,0,clustered_10_15,70000,60000,2,60,Male,Other,17,41-50,intermediate,low-intermediate,3
jtw8z0rt,9129,0,1,clustered_10_15,no,no,4,60,Male,Other,17,41-50,intermediate,low-intermediate,3
jtw8z0rt,4420,0,2,clustered_10_15,e,E,4,60,Male,Other,17,41-50,intermediate,low-intermediate,3
jtw90255,12064,0,0,clustered_10_15,60000,60000,3,25-39,Male,Bachelors,13,41-50,intermediate,intermediate,3
jtw90255,5439,0,1,clustered_10_15,No,no,4,25-39,Male,Bachelors,13,41-50,intermediate,intermediate,3
jtw90255,5545,0,2,clustered_10_15,E,E,4,25-39,Male,Bachelors,13,41-50,intermediate,intermediate,3
jtw92ckk,9846,0.32,0,clustered_10_15,79000,60000,3,60,Male,High School,17,43789,novice,novice,3
jtw92ckk,8396,0,1,clustered_10_15,No,no,4,60,Male,High School,17,43789,novice,novice,3
jtw92ckk,8114,0,2,clustered_10_15,E,E,4,60,Male,High School,17,43789,novice,novice,3
jtw9650v,6024,0,0,clustered_10_15,60000,60000,3,25-39,Male,Bachelors,dontknow,31-40,novice,novice,3
jtw9650v,4425,0,1,clustered_10_15,no,no,4,25-39,Male,Bachelors,dontknow,31-40,novice,novice,3
jtw9650v,3344,0,2,clustered_10_15,e,E,4,25-39,Male,Bachelors,dontknow,31-40,novice,novice,3
jtw9dej6,20418,0.08,0,clustered_10_15,55000,60000,3,25-39,Female,Other,21,21-30,novice,novice,3
jtw9dej6,58092,0,1,clustered_10_15,No,no,4,25-39,Female,Other,21,21-30,novice,novice,3
jtw9dej6,3090,0,2,clustered_10_15,E,E,4,25-39,Female,Other,21,21-30,novice,novice,3
jtw9drkf,26090,0,0,clustered_10_15,60000,60000,1,40-49,Female,High School,15,31-40,intermediate,low-intermediate,3
jtw9drkf,11034,0,1,clustered_10_15,no,no,4,40-49,Female,High School,15,31-40,intermediate,low-intermediate,3
jtw9drkf,5150,0,2,clustered_10_15,E,E,3,40-49,Female,High School,15,31-40,intermediate,low-intermediate,3
jtw9i95k,2280,0.05,0,clustered_10_15,63000,60000,3,25-39,Female,Masters,17,31-40,low-intermediate,novice,3
jtw9i95k,4256,0,1,clustered_10_15,no,no,3,25-39,Female,Masters,17,31-40,low-intermediate,novice,3
jtw9i95k,23889,0,2,clustered_10_15,E,E,4,25-39,Female,Masters,17,31-40,low-intermediate,novice,3
jtw9ugvi,24682,0,0,clustered_10_15,60000,60000,2,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,3
jtw9ugvi,9958,0,1,clustered_10_15,no,no,4,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,3
jtw9ugvi,23388,0,2,clustered_10_15,E,E,2,25-39,Male,High School,23 or larger,gt60,low-intermediate,novice,3
jtw9x3m3,1474,0.37,0,clustered_10_15,82000,60000,4,18-24,Male,High School,23 or larger,gt60,expert,high-intermediate,3
jtw9x3m3,804,1,1,clustered_10_15,yes,no,4,18-24,Male,High School,23 or larger,gt60,expert,high-intermediate,3
jtw9x3m3,2401,0,2,clustered_10_15,E,E,4,18-24,Male,High School,23 or larger,gt60,expert,high-intermediate,3
jtwanxtt,24264,0.07,0,clustered_10_15,64400,60000,2,40-49,Female,High School,23 or larger,41-50,novice,novice,3
jtwanxtt,9398,0,1,clustered_10_15,no,no,3,40-49,Female,High School,23 or larger,41-50,novice,novice,3
jtwanxtt,18710,0,2,clustered_10_15,E,E,3,40-49,Female,High School,23 or larger,41-50,novice,novice,3
jtwaumhf,26230,0.03,0,clustered_10_15,62000,60000,3,60,Female,High School,21,21-30,intermediate,intermediate,3
jtwaumhf,19862,0,1,clustered_10_15,no,no,3,60,Female,High School,21,21-30,intermediate,intermediate,3
jtwaumhf,17548,0,2,clustered_10_15,E,E,3,60,Female,High School,21,21-30,intermediate,intermediate,3
jtwb22rz,4022,0.08,0,clustered_10_15,55000,60000,1,25-39,Male,High School,21,41-50,intermediate,low-intermediate,3
jtwb22rz,3357,0,1,clustered_10_15,No,no,4,25-39,Male,High School,21,41-50,intermediate,low-intermediate,3
jtwb22rz,2341,0,2,clustered_10_15,E,E,4,25-39,Male,High School,21,41-50,intermediate,low-intermediate,3
jtwb3qcr,29194,0,0,clustered_10_15,60000,60000,3,40-49,Male,Bachelors,13,21-30,intermediate,intermediate,3
jtwb3qcr,5231,0,1,clustered_10_15,no,no,4,40-49,Male,Bachelors,13,21-30,intermediate,intermediate,3
jtwb3qcr,3960,0,2,clustered_10_15,e,E,4,40-49,Male,Bachelors,13,21-30,intermediate,intermediate,3
jtwb75uy,2611,0.01,0,clustered_10_15,60700,60000,4,40-49,Female,Bachelors,21,31-40,low-intermediate,low-intermediate,3
jtwb75uy,5504,0,1,clustered_10_15,No,no,4,40-49,Female,Bachelors,21,31-40,low-intermediate,low-intermediate,3
jtwb75uy,2582,0,2,clustered_10_15,E,E,4,40-49,Female,Bachelors,21,31-40,low-intermediate,low-intermediate,3
jtwbl51q,20479,0,0,clustered_10_15,60000,60000,4,25-39,Male,High School,23 or larger,21-30,novice,novice,3
jtwbl51q,17822,0,1,clustered_10_15,no,no,4,25-39,Male,High School,23 or larger,21-30,novice,novice,3
jtwbl51q,19294,0,2,clustered_10_15,E,E,4,25-39,Male,High School,23 or larger,21-30,novice,novice,3
jtwchkj6,57599,0,0,clustered_10_15,60000,60000,3,40-49,Male,Other,17,gt60,low-intermediate,novice,3
jtwchkj6,34487,0,1,clustered_10_15,no,no,4,40-49,Male,Other,17,gt60,low-intermediate,novice,3
jtwchkj6,58680,0,2,clustered_10_15,e,E,4,40-49,Male,Other,17,gt60,low-intermediate,novice,3
jtwcifgt,8439,0.33,0,clustered_10_15,80000,60000,4,25-39,Male,Bachelors,23 or larger,41-50,novice,novice,3
jtwcifgt,5705,0,1,clustered_10_15,No,no,4,25-39,Male,Bachelors,23 or larger,41-50,novice,novice,3
jtwcifgt,4709,0,2,clustered_10_15,E,E,4,25-39,Male,Bachelors,23 or larger,41-50,novice,novice,3
jtwd9aq2,40554,0.08,0,clustered_10_15,55000,60000,3,18-24,Female,Bachelors,17,21-30,novice,novice,3
jtwd9aq2,33469,0,1,clustered_10_15,No,no,3,18-24,Female,Bachelors,17,21-30,novice,novice,3
jtwd9aq2,37886,0,2,clustered_10_15,E,E,4,18-24,Female,Bachelors,17,21-30,novice,novice,3
jtwdbqto,7013,0.33,0,clustered_10_15,80000,60000,2,25-39,Female,High School,19,31-40,novice,novice,3
jtwdbqto,21821,0,1,clustered_10_15,no,no,3,25-39,Female,High School,19,31-40,novice,novice,3
jtwdbqto,9469,0,2,clustered_10_15,E,E,3,25-39,Female,High School,19,31-40,novice,novice,3
jtwir95i,877,0.5,0,clustered_10_15,30000,60000,3,18-24,Male,Masters,15,31-40,intermediate,high-intermediate,3
jtwir95i,8499,0,1,clustered_10_15,no,no,2,18-24,Male,Masters,15,31-40,intermediate,high-intermediate,3
jtwir95i,2794,0,2,clustered_10_15,E,E,2,18-24,Male,Masters,15,31-40,intermediate,high-intermediate,3
jtwiss78,32968,0.3,0,clustered_10_15,78000,60000,2,40-49,Male,Bachelors,17,31-40,intermediate,low-intermediate,3
jtwiss78,39832,1,1,clustered_10_15,Yes,no,3,40-49,Male,Bachelors,17,31-40,intermediate,low-intermediate,3
jtwiss78,51760,0,2,clustered_10_15,E,E,4,40-49,Male,Bachelors,17,31-40,intermediate,low-intermediate,3
jtw8u5xm,8417,0.03,0,clustered_15_20,58000,60000,2,25-39,Male,Masters,15,31-40,intermediate,low-intermediate,4
jtw8u5xm,8210,0,1,clustered_15_20,no,no,3,25-39,Male,Masters,15,31-40,intermediate,low-intermediate,4
jtw8u5xm,4650,0,2,clustered_15_20,E,E,3,25-39,Male,Masters,15,31-40,intermediate,low-intermediate,4
jtw8ubbe,8415,0.02,0,clustered_15_20,61000,60000,3,25-39,Male,Masters,15,gt60,intermediate,intermediate,4
jtw8ubbe,4362,0,1,clustered_15_20,No,no,4,25-39,Male,Masters,15,gt60,intermediate,intermediate,4
jtw8ubbe,9056,0,2,clustered_15_20,E,E,2,25-39,Male,Masters,15,gt60,intermediate,intermediate,4
jtw8ui7o,14988,0.03,0,clustered_15_20,62000,60000,3,25-39,Male,High School,15,41-50,low-intermediate,intermediate,4
jtw8ui7o,7545,0,1,clustered_15_20,No,no,4,25-39,Male,High School,15,41-50,low-intermediate,intermediate,4
jtw8ui7o,6722,0,2,clustered_15_20,E,E,4,25-39,Male,High School,15,41-50,low-intermediate,intermediate,4
jtw8ukng,14812,0.07,0,clustered_15_20,64000,60000,3,50-59,Male,High School,21,41-50,intermediate,low-intermediate,4
jtw8ukng,5666,0,1,clustered_15_20,No,no,3,50-59,Male,High School,21,41-50,intermediate,low-intermediate,4
jtw8ukng,9561,0,2,clustered_15_20,E,E,4,50-59,Male,High School,21,41-50,intermediate,low-intermediate,4
jtw8uq5s,15664,0.33,0,clustered_15_20,40000,60000,2,18-24,Male,Bachelors,13,gt60,intermediate,novice,4
jtw8uq5s,8240,0,1,clustered_15_20,no,no,3,18-24,Male,Bachelors,13,gt60,intermediate,novice,4
jtw8uq5s,3184,0,2,clustered_15_20,E,E,3,18-24,Male,Bachelors,13,gt60,intermediate,novice,4
jtw8us4x,10947,0.33,0,clustered_15_20,80000,60000,4,60,Female,High School,15,41-50,low-intermediate,novice,4
jtw8us4x,26763,1,1,clustered_15_20,82,no,2,60,Female,High School,15,41-50,low-intermediate,novice,4
jtw8us4x,8435,0,2,clustered_15_20,e,E,4,60,Female,High School,15,41-50,low-intermediate,novice,4
jtw8uur3,39987,0.03,0,clustered_15_20,62000,60000,3,50-59,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtw8uur3,8632,1,1,clustered_15_20,yes,no,3,50-59,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtw8uur3,6120,0,2,clustered_15_20,e,E,3,50-59,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtw8uwnb,4023,0,0,clustered_15_20,60000,60000,3,25-39,Male,High School,23 or larger,21-30,low-intermediate,intermediate,4
jtw8uwnb,4844,0,1,clustered_15_20,No,no,4,25-39,Male,High School,23 or larger,21-30,low-intermediate,intermediate,4
jtw8uwnb,2057,0,2,clustered_15_20,E,E,4,25-39,Male,High School,23 or larger,21-30,low-intermediate,intermediate,4
jtw8veu1,8374,0.02,0,clustered_15_20,61000,60000,3,18-24,Female,Bachelors,17,51-60,novice,novice,4
jtw8veu1,6020,0,1,clustered_15_20,no,no,4,18-24,Female,Bachelors,17,51-60,novice,novice,4
jtw8veu1,5572,0,2,clustered_15_20,e,E,4,18-24,Female,Bachelors,17,51-60,novice,novice,4
jtw8vi9q,1702,0,0,clustered_15_20,60000,60000,4,18-24,Male,Bachelors,11,51-60,intermediate,intermediate,4
jtw8vi9q,1228,0,1,clustered_15_20,No,no,4,18-24,Male,Bachelors,11,51-60,intermediate,intermediate,4
jtw8vi9q,1566,0,2,clustered_15_20,E,E,4,18-24,Male,Bachelors,11,51-60,intermediate,intermediate,4
jtw8vkiu,19981,0.07,0,clustered_15_20,64000,60000,1,60,Female,Masters,15,43626,novice,novice,4
jtw8vkiu,34939,0,1,clustered_15_20,no,no,2,60,Female,Masters,15,43626,novice,novice,4
jtw8vkiu,25767,0,2,clustered_15_20,E,E,2,60,Female,Masters,15,43626,novice,novice,4
jtw8vkkd,11233,0.38,0,clustered_15_20,83000,60000,3,18-24,Female,Bachelors,13,31-40,high-intermediate,novice,4
jtw8vkkd,7197,0,1,clustered_15_20,no,no,4,18-24,Female,Bachelors,13,31-40,high-intermediate,novice,4
jtw8vkkd,5288,0,2,clustered_15_20,e,E,4,18-24,Female,Bachelors,13,31-40,high-intermediate,novice,4
jtw8vnl6,26718,0.4,0,clustered_15_20,84000,60000,2,25-39,Female,Bachelors,15,43789,low-intermediate,low-intermediate,4
jtw8vnl6,10048,0,1,clustered_15_20,no,no,2,25-39,Female,Bachelors,15,43789,low-intermediate,low-intermediate,4
jtw8vnl6,8918,0,2,clustered_15_20,e,E,2,25-39,Female,Bachelors,15,43789,low-intermediate,low-intermediate,4
jtw8vqvq,2344,0.01,0,clustered_15_20,60700,60000,4,25-39,Male,Masters,17,41-50,high-intermediate,intermediate,4
jtw8vqvq,3384,0,1,clustered_15_20,No,no,4,25-39,Male,Masters,17,41-50,high-intermediate,intermediate,4
jtw8vqvq,3317,0,2,clustered_15_20,E,E,4,25-39,Male,Masters,17,41-50,high-intermediate,intermediate,4
jtw8vxux,8977,0,0,clustered_15_20,60000,60000,3,50-59,Female,High School,15,21-30,novice,novice,4
jtw8vxux,7102,0,1,clustered_15_20,no,no,4,50-59,Female,High School,15,21-30,novice,novice,4
jtw8vxux,5123,0,2,clustered_15_20,E,E,4,50-59,Female,High School,15,21-30,novice,novice,4
jtw8vzgo,3998,0.05,0,clustered_15_20,62900,60000,2,18-24,Male,Bachelors,21,21-30,high-intermediate,low-intermediate,4
jtw8vzgo,3609,0,1,clustered_15_20,no,no,4,18-24,Male,Bachelors,21,21-30,high-intermediate,low-intermediate,4
jtw8vzgo,4135,0,2,clustered_15_20,E,E,4,18-24,Male,Bachelors,21,21-30,high-intermediate,low-intermediate,4
jtw8w1e2,71765,0.03,0,clustered_15_20,61500,60000,2,25-39,Male,PhD,23 or larger,31-40,intermediate,low-intermediate,4
jtw8w1e2,33041,0,1,clustered_15_20,no,no,2,25-39,Male,PhD,23 or larger,31-40,intermediate,low-intermediate,4
jtw8w1e2,25652,0,2,clustered_15_20,E,E,2,25-39,Male,PhD,23 or larger,31-40,intermediate,low-intermediate,4
jtw8w44g,25611,0.02,0,clustered_15_20,61000,60000,2,25-39,Female,Masters,9 or smaller,gt60,low-intermediate,novice,4
jtw8w44g,6400,0,1,clustered_15_20,No,no,4,25-39,Female,Masters,9 or smaller,gt60,low-intermediate,novice,4
jtw8w44g,6170,0,2,clustered_15_20,E,E,4,25-39,Female,Masters,9 or smaller,gt60,low-intermediate,novice,4
jtw8wd5d,2509,0.01,0,clustered_15_20,60700,60000,4,18-24,Male,Bachelors,13,31-40,intermediate,intermediate,4
jtw8wd5d,9835,0,1,clustered_15_20,No,no,4,18-24,Male,Bachelors,13,31-40,intermediate,intermediate,4
jtw8wd5d,2635,0,2,clustered_15_20,E,E,4,18-24,Male,Bachelors,13,31-40,intermediate,intermediate,4
jtw8wfhn,9592,0.03,0,clustered_15_20,62000,60000,3,18-24,Male,Other,23 or larger,31-40,high-intermediate,low-intermediate,4
jtw8wfhn,10504,0,1,clustered_15_20,No,no,4,18-24,Male,Other,23 or larger,31-40,high-intermediate,low-intermediate,4
jtw8wfhn,8551,0,2,clustered_15_20,E,E,4,18-24,Male,Other,23 or larger,31-40,high-intermediate,low-intermediate,4
jtw8wjnl,6221,0,0,clustered_15_20,60000,60000,3,18-24,Male,High School,13,31-40,intermediate,intermediate,4
jtw8wjnl,10696,0,1,clustered_15_20,No,no,3,18-24,Male,High School,13,31-40,intermediate,intermediate,4
jtw8wjnl,1424,0,2,clustered_15_20,E,E,3,18-24,Male,High School,13,31-40,intermediate,intermediate,4
jtw8wmzr,25840,0,0,clustered_15_20,60000,60000,1,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4
jtw8wmzr,8385,0,1,clustered_15_20,No,no,4,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4
jtw8wmzr,7505,0,2,clustered_15_20,E,E,4,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,4
jtw8wnlm,7885,0.33,0,clustered_15_20,40000,60000,2,25-39,Female,Bachelors,21,43789,intermediate,low-intermediate,4
jtw8wnlm,3831,0,1,clustered_15_20,no,no,4,25-39,Female,Bachelors,21,43789,intermediate,low-intermediate,4
jtw8wnlm,5536,0,2,clustered_15_20,e,E,4,25-39,Female,Bachelors,21,43789,intermediate,low-intermediate,4
jtw8wnpi,11545,0.07,0,clustered_15_20,64000,60000,3,18-24,Female,Bachelors,13,43626,high-intermediate,high-intermediate,4
jtw8wnpi,7051,0,1,clustered_15_20,no,no,3,18-24,Female,Bachelors,13,43626,high-intermediate,high-intermediate,4
jtw8wnpi,6249,0,2,clustered_15_20,e,E,3,18-24,Female,Bachelors,13,43626,high-intermediate,high-intermediate,4
jtw8wqlz,89724,0.04,0,clustered_15_20,57500,60000,3,50-59,Female,Masters,21,21-30,low-intermediate,novice,4
jtw8wqlz,48166,0,1,clustered_15_20,No,no,3,50-59,Female,Masters,21,21-30,low-intermediate,novice,4
jtw8wqlz,40328,0,2,clustered_15_20,E,E,4,50-59,Female,Masters,21,21-30,low-intermediate,novice,4
jtw8xa62,79224,0,0,clustered_15_20,60000,60000,2,60,Female,Bachelors,17,21-30,novice,novice,4
jtw8xa62,83300,0,1,clustered_15_20,no,no,3,60,Female,Bachelors,17,21-30,novice,novice,4
jtw8xa62,48803,0,2,clustered_15_20,E,E,3,60,Female,Bachelors,17,21-30,novice,novice,4
jtw8xwa7,10065,0,0,clustered_15_20,60000,60000,2,25-39,Female,Bachelors,13,43626,novice,novice,4
jtw8xwa7,9492,0,1,clustered_15_20,No,no,3,25-39,Female,Bachelors,13,43626,novice,novice,4
jtw8xwa7,9013,0,2,clustered_15_20,E,E,2,25-39,Female,Bachelors,13,43626,novice,novice,4
jtw8xyhs,1678,0.05,0,clustered_15_20,62900,60000,4,25-39,Male,Bachelors,17,gt60,intermediate,intermediate,4
jtw8xyhs,6209,0,1,clustered_15_20,No,no,4,25-39,Male,Bachelors,17,gt60,intermediate,intermediate,4
jtw8xyhs,4058,0,2,clustered_15_20,E,E,4,25-39,Male,Bachelors,17,gt60,intermediate,intermediate,4
jtw8xyro,68244,0.03,0,clustered_15_20,62000,60000,3,25-39,Male,Unspecified,15,41-50,novice,novice,4
jtw8xyro,6012,0,1,clustered_15_20,no,no,4,25-39,Male,Unspecified,15,41-50,novice,novice,4
jtw8xyro,5751,0,2,clustered_15_20,e,E,4,25-39,Male,Unspecified,15,41-50,novice,novice,4
jtw8y0p8,26115,0.42,0,clustered_15_20,35000,60000,2,25-39,Male,Other,21,gt60,low-intermediate,low-intermediate,4
jtw8y0p8,46090,1,1,clustered_15_20,Yes,no,3,25-39,Male,Other,21,gt60,low-intermediate,low-intermediate,4
jtw8y0p8,23301,0,2,clustered_15_20,E,E,3,25-39,Male,Other,21,gt60,low-intermediate,low-intermediate,4
jtw8y3ih,61112,0.05,0,clustered_15_20,57000,60000,2,25-39,Male,High School,21,gt60,intermediate,novice,4
jtw8y3ih,57904,0,1,clustered_15_20,no,no,2,25-39,Male,High School,21,gt60,intermediate,novice,4
jtw8y3ih,41608,0,2,clustered_15_20,E,E,3,25-39,Male,High School,21,gt60,intermediate,novice,4
jtw8yt18,1061,0.42,0,clustered_15_20,85000,60000,3,18-24,Male,Bachelors,13,21-30,intermediate,low-intermediate,4
jtw8yt18,6796,0,1,clustered_15_20,no,no,4,18-24,Male,Bachelors,13,21-30,intermediate,low-intermediate,4
jtw8yt18,1108,0,2,clustered_15_20,e,E,3,18-24,Male,Bachelors,13,21-30,intermediate,low-intermediate,4
jtw8zi95,57816,0,0,clustered_15_20,60000,60000,3,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,4
jtw8zi95,15656,1,1,clustered_15_20,Yes,no,2,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,4
jtw8zi95,42793,0,2,clustered_15_20,E,E,3,40-49,Male,Bachelors,23 or larger,gt60,novice,novice,4
jtw911pz,8808,0.02,0,clustered_15_20,61000,60000,3,25-39,Male,High School,13,41-50,high-intermediate,low-intermediate,4
jtw911pz,3070,0,1,clustered_15_20,no,no,4,25-39,Male,High School,13,41-50,high-intermediate,low-intermediate,4
jtw911pz,2822,0,2,clustered_15_20,e,E,4,25-39,Male,High School,13,41-50,high-intermediate,low-intermediate,4
jtw94txx,62785,0.07,0,clustered_15_20,56000,60000,3,50-59,Female,Masters,23 or larger,51-60,novice,novice,4
jtw94txx,4663,0,1,clustered_15_20,no,no,3,50-59,Female,Masters,23 or larger,51-60,novice,novice,4
jtw94txx,2885,0,2,clustered_15_20,E,E,3,50-59,Female,Masters,23 or larger,51-60,novice,novice,4
jtw978c7,7821,0,0,clustered_15_20,60000,60000,2,40-49,Male,Bachelors,15,41-50,intermediate,low-intermediate,4
jtw978c7,8410,0,1,clustered_15_20,No,no,4,40-49,Male,Bachelors,15,41-50,intermediate,low-intermediate,4
jtw978c7,5896,0,2,clustered_15_20,E,E,4,40-49,Male,Bachelors,15,41-50,intermediate,low-intermediate,4
jtw9yda9,86557,0.08,0,clustered_15_20,65000,60000,3,25-39,Male,High School,17,41-50,low-intermediate,low-intermediate,4
jtw9yda9,9150,0,1,clustered_15_20,no,no,3,25-39,Male,High School,17,41-50,low-intermediate,low-intermediate,4
jtw9yda9,26775,0,2,clustered_15_20,E,E,4,25-39,Male,High School,17,41-50,low-intermediate,low-intermediate,4
jtwacu0d,2687,0,0,clustered_15_20,60000,60000,3,40-49,Male,Bachelors,23 or larger,41-50,intermediate,low-intermediate,4
jtwacu0d,2458,0,1,clustered_15_20,no,no,3,40-49,Male,Bachelors,23 or larger,41-50,intermediate,low-intermediate,4
jtwacu0d,1668,0,2,clustered_15_20,e,E,3,40-49,Male,Bachelors,23 or larger,41-50,intermediate,low-intermediate,4
jtwaf88i,10343,0,0,clustered_15_20,60000,60000,3,40-49,Male,Bachelors,11,gt60,intermediate,novice,4
jtwaf88i,6837,0,1,clustered_15_20,No.,no,4,40-49,Male,Bachelors,11,gt60,intermediate,novice,4
jtwaf88i,4099,0,2,clustered_15_20,E,E,4,40-49,Male,Bachelors,11,gt60,intermediate,novice,4
jtwbngbu,38713,0,0,clustered_15_20,60000,60000,1,50-59,Male,Masters,23 or larger,gt60,intermediate,novice,4
jtwbngbu,13360,0,1,clustered_15_20,no,no,4,50-59,Male,Masters,23 or larger,gt60,intermediate,novice,4
jtwbngbu,13105,0,2,clustered_15_20,E,E,4,50-59,Male,Masters,23 or larger,gt60,intermediate,novice,4
jtwcmrf9,4603,0,0,clustered_15_20,60000,60000,4,25-39,Female,Bachelors,13,41-50,high-intermediate,intermediate,4
jtwcmrf9,4670,0,1,clustered_15_20,no,no,4,25-39,Female,Bachelors,13,41-50,high-intermediate,intermediate,4
jtwcmrf9,2784,0,2,clustered_15_20,e,E,4,25-39,Female,Bachelors,13,41-50,high-intermediate,intermediate,4
jtwd8wr6,6995,0,0,clustered_15_20,60000,60000,3,25-39,Male,High School,23 or larger,41-50,low-intermediate,low-intermediate,4
jtwd8wr6,5824,0,1,clustered_15_20,No,no,4,25-39,Male,High School,23 or larger,41-50,low-intermediate,low-intermediate,4
jtwd8wr6,10272,0,2,clustered_15_20,E,E,3,25-39,Male,High School,23 or larger,41-50,low-intermediate,low-intermediate,4
jtwd9wr6,77830,0.02,0,clustered_15_20,59000,60000,2,40-49,Male,High School,15,43626,low-intermediate,intermediate,4
jtwd9wr6,67882,0,1,clustered_15_20,NO,no,3,40-49,Male,High School,15,43626,low-intermediate,intermediate,4
jtwd9wr6,66864,0,2,clustered_15_20,E,E,4,40-49,Male,High School,15,43626,low-intermediate,intermediate,4
jtwer3ga,1384,0.5,0,clustered_15_20,90000,60000,2,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtwer3ga,5447,0,1,clustered_15_20,No,no,2,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtwer3ga,816,1,2,clustered_15_20,A,E,3,40-49,Male,Bachelors,15,31-40,intermediate,high-intermediate,4
jtwf0aqi,25312,0.25,0,clustered_15_20,45000,60000,3,18-24,Male,High School,23 or larger,41-50,low-intermediate,novice,4
jtwf0aqi,28079,0,1,clustered_15_20,no,no,4,18-24,Male,High School,23 or larger,41-50,low-intermediate,novice,4
jtwf0aqi,14192,0,2,clustered_15_20,e,E,4,18-24,Male,High School,23 or larger,41-50,low-intermediate,novice,4
jtwhk5ds,6433,0.5,0,clustered_15_20,30000,60000,3,18-24,Male,Masters,19,gt60,high-intermediate,high-intermediate,4
jtwhk5ds,1073,1,1,clustered_15_20,YES,no,2,18-24,Male,Masters,19,gt60,high-intermediate,high-intermediate,4
jtwhk5ds,2528,0,2,clustered_15_20,E,E,2,18-24,Male,Masters,19,gt60,high-intermediate,high-intermediate,4
jtwk7qmh,8215,0,0,clustered_15_20,60000,60000,3,25-39,Male,Bachelors,13,41-50,high-intermediate,intermediate,4
jtwk7qmh,6874,0,1,clustered_15_20,no,no,3,25-39,Male,Bachelors,13,41-50,high-intermediate,intermediate,4
jtwk7qmh,8509,0,2,clustered_15_20,e,E,4,25-39,Male,Bachelors,13,41-50,high-intermediate,intermediate,4
